fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,total_acidity,acidity_ratio,free_sulfur_ratio,sulfur_dioxide_diff,sugar_alcohol_ratio,sweetness_index,mineral_content,ph_acidity_interaction,wine_body,quality_class
11.2,0.5,0.74,5.15,0.1,5.0,17.0,0.9996,3.22,0.62,11.2,12.44,21.96078,0.29394,12.0,0.45941,4.5732,0.72,40.0568,11.19552,1
9.2,0.59,0.24,3.3,0.101,20.0,47.0,0.9988,3.26,0.67,9.6,10.03,15.33333,0.42544,27.0,0.34339,2.9832,0.771,32.6978,9.58848,1
9.5,0.46,0.49,6.3,0.064,5.0,17.0,0.9988,3.21,0.73,11.0,10.45,20.21277,0.29394,12.0,0.57221,5.607,0.794,33.5445,10.9868,1
9.3,0.715,0.24,2.1,0.07,5.0,20.0,0.9966,3.12,0.59,9.9,10.255,12.82759,0.24988,15.0,0.21191,1.8921,0.66,31.9956,9.86634,1
11.2,0.66,0.24,2.5,0.085,16.0,53.0,0.9993,3.06,0.72,11.0,12.1,16.71642,0.30183,37.0,0.22707,2.225,0.805,37.026,10.9923,1
14.3,0.31,0.74,1.8,0.075,6.0,15.0,1.0008,2.86,0.79,8.4,15.35,44.6875,0.39973,9.0,0.21403,1.6488,0.865,43.901,8.40672,1
9.1,0.47,0.49,2.6,0.094,38.0,106.0,0.9982,3.08,0.59,9.1,10.06,18.95833,0.35846,68.0,0.2854,2.3634,0.684,30.9848,9.08362,1
7.5,0.55,0.24,2.0,0.078,10.0,28.0,0.9983,3.45,0.78,9.5,8.29,13.39286,0.35702,18.0,0.2103,1.81,0.858,28.6005,9.48385,1
10.6,0.31,0.49,2.5,0.067,6.0,21.0,0.9987,3.26,0.86,10.7,11.4,33.125,0.28558,15.0,0.23343,2.2325,0.927,37.164,10.68609,1
12.4,0.35,0.49,2.6,0.079,27.0,69.0,0.9994,3.12,0.75,10.4,13.24,34.44444,0.39125,42.0,0.24976,2.3296,0.829,41.3088,10.39376,1
9.0,0.53,0.49,1.9,0.171,6.0,25.0,0.9975,3.27,0.61,9.4,10.02,16.66667,0.2399,19.0,0.20191,1.7214,0.781,32.7654,9.3765,1
6.8,0.51,0.01,2.1,0.074,9.0,25.0,0.9958,3.33,0.56,9.5,7.32,13.07692,0.35986,16.0,0.22082,1.9005,0.634,24.3756,9.4601,1
9.4,0.43,0.24,2.8,0.092,14.0,45.0,0.998,3.19,0.73,10.0,10.07,21.36364,0.31104,31.0,0.27972,2.52,0.822,32.1233,9.98,1
9.5,0.46,0.24,2.7,0.092,14.0,44.0,0.998,3.12,0.74,10.0,10.2,20.21277,0.31811,30.0,0.26973,2.43,0.832,31.824,9.98,1
5.0,1.04,0.24,1.6,0.05,32.0,96.0,0.9934,3.74,0.62,11.5,6.28,4.7619,0.3333,64.0,0.13901,1.416,0.67,23.4872,11.4241,1
15.5,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,16.635,23.66412,0.43459,13.0,0.37804,3.7338,0.835,48.5742,11.13496,1
15.5,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,16.635,23.66412,0.43459,13.0,0.37804,3.7338,0.835,48.5742,11.13496,1
10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,11.92,20.18519,0.58789,7.0,0.39283,4.0618,0.678,36.5944,11.70234,1
15.6,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,16.735,23.81679,0.43459,13.0,0.37804,3.7338,0.835,48.8662,11.13496,1
10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,11.92,20.18519,0.58789,7.0,0.39283,4.0618,0.678,36.5944,11.70234,1
13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,13.96,27.08333,0.12763,41.0,0.33832,3.7539,0.765,46.068,12.72667,1
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,13.79,20.81967,0.26302,14.0,0.2454,2.4808,0.645,43.3006,11.39316,1
9.0,0.44,0.49,2.4,0.078,26.0,121.0,0.9978,3.23,0.58,9.2,9.93,20.0,0.21486,95.0,0.26059,2.1792,0.658,32.0739,9.17976,1
9.0,0.54,0.49,2.9,0.094,41.0,110.0,0.9982,3.08,0.61,9.2,10.03,16.36364,0.37269,69.0,0.31488,2.6332,0.704,30.8924,9.18344,1
7.6,0.29,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61,10.1,8.38,25.33333,0.4166,35.0,0.26706,2.4273,0.702,27.7378,10.07071,1
13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,13.96,27.08333,0.12763,41.0,0.33832,3.7539,0.765,46.068,12.72667,1
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,13.79,20.81967,0.26302,14.0,0.2454,2.4808,0.645,43.3006,11.39316,1
8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,9.64,12.25352,0.33311,10.0,0.27747,2.275,0.826,32.0048,8.9919,1
8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,9.64,12.25352,0.33311,10.0,0.27747,2.275,0.826,32.0048,8.9919,1
9.8,0.5,0.49,2.6,0.25,5.0,20.0,0.999,3.31,0.79,10.7,10.79,19.21569,0.24988,15.0,0.24276,2.3218,1.04,35.7149,10.6893,1
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,6.8,16.75676,0.45227,23.0,0.18787,1.9426,0.665,24.276,11.63682,1
11.5,0.35,0.49,3.3,0.07,10.0,37.0,1.0003,3.32,0.91,11.0,12.34,31.94444,0.2702,27.0,0.29973,2.937,0.98,40.9688,11.0033,1
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,6.8,16.75676,0.45227,23.0,0.18787,1.9426,0.665,24.276,11.63682,1
10.2,0.24,0.49,2.4,0.075,10.0,28.0,0.9978,3.14,0.61,10.4,10.93,40.8,0.35702,18.0,0.23055,2.1504,0.685,34.3202,10.37712,1
10.5,0.59,0.49,2.1,0.07,14.0,47.0,0.9991,3.3,0.56,9.6,11.58,17.5,0.29781,33.0,0.21852,1.8984,0.63,38.214,9.59136,0
10.6,0.34,0.49,3.2,0.078,20.0,78.0,0.9992,3.19,0.7,10.0,11.43,30.28571,0.25638,58.0,0.31968,2.88,0.778,36.4617,9.992,1
12.3,0.27,0.49,3.1,0.079,28.0,46.0,0.9993,3.2,0.8,10.2,13.06,43.92857,0.60856,18.0,0.30362,2.7838,0.879,41.792,10.19286,1
9.9,0.5,0.24,2.3,0.103,6.0,14.0,0.9978,3.34,0.52,10.0,10.64,19.41176,0.42827,8.0,0.22977,2.07,0.623,35.5376,9.978,0
8.8,0.44,0.49,2.8,0.083,18.0,111.0,0.9982,3.3,0.6,9.5,9.73,19.55556,0.16215,93.0,0.29443,2.534,0.683,32.109,9.4829,1
8.8,0.47,0.49,2.9,0.085,17.0,110.0,0.9982,3.29,0.6,9.8,9.76,18.33333,0.15453,93.0,0.29562,2.6158,0.685,32.1104,9.78236,1
10.6,0.31,0.49,2.2,0.063,18.0,40.0,0.9976,3.14,0.51,9.8,11.4,33.125,0.44989,22.0,0.22426,1.9844,0.573,35.796,9.77648,1
12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,13.29,24.11765,0.35689,9.0,0.22893,1.9888,0.529,42.3951,9.60192,1
12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,13.29,24.11765,0.35689,9.0,0.22893,1.9888,0.529,42.3951,9.60192,1
11.7,0.49,0.49,2.2,0.083,5.0,15.0,1.0,3.19,0.43,9.2,12.68,23.4,0.33311,10.0,0.23887,1.9976,0.513,40.4492,9.2,1
12.0,0.28,0.49,1.9,0.074,10.0,21.0,0.9976,2.98,0.66,9.9,12.77,41.37931,0.47596,11.0,0.19173,1.7119,0.734,38.0546,9.87624,2
11.8,0.33,0.49,3.4,0.093,54.0,80.0,1.0002,3.3,0.76,10.7,12.62,34.70588,0.67492,26.0,0.31746,3.0362,0.853,41.646,10.70214,2
7.6,0.51,0.24,2.4,0.091,8.0,38.0,0.998,3.47,0.66,9.6,8.35,14.61538,0.21047,30.0,0.24974,2.1696,0.751,28.9745,9.5808,1
11.1,0.31,0.49,2.7,0.094,16.0,47.0,0.9986,3.12,1.02,10.6,11.9,34.6875,0.34035,31.0,0.25448,2.4138,1.114,37.128,10.58516,2
7.3,0.73,0.24,1.9,0.108,18.0,102.0,0.9967,3.26,0.59,9.3,8.27,9.86486,0.17645,84.0,0.20408,1.7233,0.698,26.9602,9.26931,1
5.0,0.42,0.24,2.0,0.06,19.0,50.0,0.9917,3.72,0.74,14.0,5.66,11.62791,0.37992,31.0,0.14276,1.72,0.8,21.0552,13.8838,2
10.2,0.29,0.49,2.6,0.059,5.0,13.0,0.9976,3.05,0.74,10.5,10.98,34.0,0.38432,8.0,0.24738,2.327,0.799,33.489,10.4748,2
9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,9.94,19.56522,0.27996,54.0,0.26777,2.3478,0.654,33.299,9.68739,1
6.6,0.39,0.49,1.7,0.07,23.0,149.0,0.9922,3.12,0.5,11.5,7.48,16.5,0.15435,126.0,0.1477,1.5045,0.57,23.3376,11.4103,1
9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,9.94,19.56522,0.27996,54.0,0.26777,2.3478,0.654,33.299,9.68739,1
9.9,0.49,0.58,3.5,0.094,9.0,43.0,1.0004,3.29,0.58,9.0,10.97,19.8,0.20925,34.0,0.38846,3.185,0.674,36.0913,9.0036,1
7.9,0.72,0.17,2.6,0.096,20.0,38.0,0.9978,3.4,0.53,9.5,8.79,10.82192,0.52618,18.0,0.2734,2.353,0.626,29.886,9.4791,1
8.9,0.595,0.41,7.9,0.086,30.0,109.0,0.9998,3.27,0.57,9.3,9.905,14.71074,0.2752,79.0,0.84855,7.1653,0.656,32.38935,9.29814,1
12.4,0.4,0.51,2.0,0.059,6.0,24.0,0.9994,3.04,0.6,9.3,13.31,30.2439,0.2499,18.0,0.21482,1.814,0.659,40.4624,9.29442,1
11.9,0.58,0.58,1.9,0.071,5.0,18.0,0.998,3.09,0.63,10.0,13.06,20.16949,0.27762,13.0,0.18981,1.71,0.701,40.3554,9.98,1
8.5,0.585,0.18,2.1,0.078,5.0,30.0,0.9967,3.2,0.48,9.8,9.265,14.28571,0.16661,25.0,0.21407,1.8942,0.558,29.648,9.76766,1
12.7,0.59,0.45,2.3,0.082,11.0,22.0,1.0,3.0,0.7,9.3,13.74,21.16667,0.49977,11.0,0.24705,2.0861,0.782,41.22,9.3,1
8.2,0.915,0.27,2.1,0.088,7.0,23.0,0.9962,3.26,0.47,10.0,9.385,8.86486,0.30422,16.0,0.20979,1.89,0.558,30.5951,9.962,0
13.2,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,14.18,28.08511,0.34276,23.0,0.24417,2.002,0.631,43.958,9.0054,1
7.7,0.835,0.0,2.6,0.081,6.0,14.0,0.9975,3.3,0.52,9.3,8.535,9.11243,0.42827,8.0,0.27927,2.3582,0.601,28.1655,9.27675,1
13.2,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,14.18,28.08511,0.34276,23.0,0.24417,2.002,0.631,43.958,9.0054,1
8.3,0.58,0.13,2.9,0.096,14.0,63.0,0.9984,3.17,0.62,9.1,9.01,14.0678,0.22219,49.0,0.31833,2.6361,0.716,28.5617,9.08544,1
8.3,0.6,0.13,2.6,0.085,6.0,24.0,0.9984,3.31,0.59,9.2,9.03,13.60656,0.2499,18.0,0.2823,2.3608,0.675,29.8893,9.18528,1
9.4,0.41,0.48,4.6,0.072,10.0,20.0,0.9973,3.34,0.79,12.2,10.29,22.38095,0.49975,10.0,0.37674,4.0388,0.862,34.3686,12.16706,2
8.8,0.48,0.41,3.3,0.092,26.0,52.0,0.9982,3.31,0.53,10.5,9.69,17.95918,0.4999,26.0,0.31399,2.9535,0.622,32.0739,10.4811,1
10.1,0.65,0.37,5.1,0.11,11.0,65.0,1.0026,3.32,0.64,10.4,11.12,15.30303,0.1692,54.0,0.48991,4.5696,0.75,36.9184,10.42704,1
6.3,0.36,0.19,3.2,0.075,15.0,39.0,0.9956,3.56,0.52,12.7,6.85,17.02703,0.38452,24.0,0.25177,2.7936,0.595,24.386,12.64412,1
8.8,0.24,0.54,2.5,0.083,25.0,57.0,0.9983,3.39,0.54,9.2,9.58,35.2,0.43852,32.0,0.27144,2.27,0.623,32.4762,9.18436,1
13.2,0.38,0.55,2.7,0.081,5.0,16.0,1.0006,2.98,0.54,9.4,14.13,33.84615,0.3123,11.0,0.28693,2.4462,0.621,42.1074,9.40564,1
7.5,0.64,0.0,2.4,0.077,18.0,29.0,0.9965,3.32,0.6,10.0,8.14,11.53846,0.62048,11.0,0.23976,2.16,0.677,27.0248,9.965,1
8.2,0.39,0.38,1.5,0.058,10.0,29.0,0.9962,3.26,0.74,9.8,8.97,20.5,0.34471,19.0,0.15291,1.353,0.798,29.2422,9.76276,1
9.2,0.755,0.18,2.2,0.148,10.0,103.0,0.9969,2.87,1.36,10.2,10.135,12.02614,0.09708,93.0,0.21548,1.9756,1.508,29.08745,10.16838,1
9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,10.7,15.7377,0.39431,43.0,0.23687,2.0769,0.649,37.45,9.69709,1
9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,10.7,15.7377,0.39431,43.0,0.23687,2.0769,0.649,37.45,9.69709,1
11.5,0.31,0.51,2.2,0.079,14.0,28.0,0.9982,3.03,0.93,9.8,12.32,35.9375,0.49982,14.0,0.22426,1.9844,1.009,37.3296,9.78236,1
11.4,0.46,0.5,2.7,0.122,4.0,17.0,1.0006,3.13,0.7,10.2,12.36,24.25532,0.23516,13.0,0.26445,2.4246,0.822,38.6868,10.20612,1
11.3,0.37,0.41,2.3,0.088,6.0,16.0,0.9988,3.09,0.8,9.3,12.08,29.73684,0.37477,10.0,0.24705,2.0861,0.888,37.3272,9.28884,1
8.3,0.54,0.24,3.4,0.076,16.0,112.0,0.9976,3.27,0.61,9.4,9.08,15.09091,0.14284,96.0,0.36132,3.0804,0.686,29.6916,9.37744,1
8.2,0.56,0.23,3.4,0.078,14.0,104.0,0.9976,3.28,0.62,9.4,8.99,14.38596,0.1346,90.0,0.36132,3.0804,0.698,29.4872,9.37744,1
10.0,0.58,0.22,1.9,0.08,9.0,32.0,0.9974,3.13,0.55,9.5,10.8,16.94915,0.28116,23.0,0.19979,1.7195,0.63,33.804,9.4753,1
7.9,0.51,0.25,2.9,0.077,21.0,45.0,0.9974,3.49,0.96,12.1,8.66,15.19231,0.46656,24.0,0.23947,2.5491,1.037,30.2234,12.06854,1
6.8,0.69,0.0,5.6,0.124,21.0,58.0,0.9997,3.46,0.72,10.2,7.49,9.71429,0.36201,37.0,0.54848,5.0288,0.844,25.9154,10.19694,1
6.8,0.69,0.0,5.6,0.124,21.0,58.0,0.9997,3.46,0.72,10.2,7.49,9.71429,0.36201,37.0,0.54848,5.0288,0.844,25.9154,10.19694,1
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,9.69,14.42623,0.33311,10.0,0.24149,1.9998,0.588,32.5584,9.08908,1
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,9.69,14.42623,0.33311,10.0,0.24149,1.9998,0.588,32.5584,9.08908,1
8.7,0.54,0.26,2.5,0.097,7.0,31.0,0.9976,3.27,0.6,9.3,9.5,15.81818,0.22573,24.0,0.26853,2.2675,0.697,31.065,9.27768,1
7.6,0.685,0.23,2.3,0.111,20.0,84.0,0.9964,3.21,0.61,9.3,8.515,10.93525,0.23807,64.0,0.24705,2.0861,0.721,27.33315,9.26652,1
8.7,0.54,0.26,2.5,0.097,7.0,31.0,0.9976,3.27,0.6,9.3,9.5,15.81818,0.22573,24.0,0.26853,2.2675,0.697,31.065,9.27768,1
10.4,0.28,0.54,2.7,0.105,5.0,19.0,0.9988,3.25,0.63,9.5,11.22,35.86207,0.26302,14.0,0.28391,2.4435,0.735,36.465,9.4886,1
7.6,0.41,0.14,3.0,0.087,21.0,43.0,0.9964,3.32,0.57,10.5,8.15,18.09524,0.48826,22.0,0.28544,2.685,0.657,27.058,10.4622,1
10.1,0.935,0.22,3.4,0.105,11.0,86.0,1.001,3.43,0.64,11.3,11.255,10.68783,0.12789,75.0,0.30062,3.0158,0.745,38.60465,11.3113,0
7.9,0.35,0.21,1.9,0.073,46.0,102.0,0.9964,3.27,0.58,9.5,8.46,21.94444,0.45094,56.0,0.19979,1.7195,0.653,27.6642,9.4658,1
8.7,0.84,0.0,1.4,0.065,24.0,33.0,0.9954,3.27,0.55,9.7,9.54,10.23529,0.72705,9.0,0.14418,1.2642,0.615,31.1958,9.65538,1
9.6,0.88,0.28,2.4,0.086,30.0,147.0,0.9979,3.24,0.53,9.4,10.76,10.78652,0.20407,117.0,0.25505,2.1744,0.616,34.8624,9.38026,1
9.5,0.885,0.27,2.3,0.084,31.0,145.0,0.9978,3.24,0.53,9.4,10.655,10.61453,0.21378,114.0,0.24442,2.0838,0.614,34.5222,9.37932,1
7.7,0.915,0.12,2.2,0.143,7.0,23.0,0.9964,3.35,0.65,10.2,8.735,8.32432,0.30422,16.0,0.21548,1.9756,0.793,29.26225,10.16328,2
8.9,0.29,0.35,1.9,0.067,25.0,57.0,0.997,3.18,1.36,10.3,9.54,29.66667,0.43852,32.0,0.18429,1.7043,1.427,30.3372,10.2691,1
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,10.89,18.0,0.3999,24.0,0.24442,2.0838,0.691,36.9171,9.39154,1
9.5,0.59,0.44,2.3,0.071,21.0,68.0,0.9992,3.46,0.63,9.5,10.53,15.83333,0.30878,47.0,0.24185,2.0815,0.701,36.4338,9.4924,1
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,10.89,18.0,0.3999,24.0,0.24442,2.0838,0.691,36.9171,9.39154,1
9.5,0.59,0.44,2.3,0.071,21.0,68.0,0.9992,3.46,0.63,9.5,10.53,15.83333,0.30878,47.0,0.24185,2.0815,0.701,36.4338,9.4924,1
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,10.89,18.0,0.3999,24.0,0.24442,2.0838,0.691,36.9171,9.39154,1
7.8,0.64,0.1,6.0,0.115,5.0,11.0,0.9984,3.37,0.69,10.1,8.54,12.0,0.45413,6.0,0.59347,5.394,0.805,28.7798,10.08384,2
7.3,0.67,0.05,3.6,0.107,6.0,20.0,0.9972,3.4,0.63,10.1,8.02,10.73529,0.29985,14.0,0.35608,3.2364,0.737,27.268,10.07172,1
8.3,0.845,0.01,2.2,0.07,5.0,14.0,0.9967,3.32,0.58,11.0,9.155,9.7076,0.35689,9.0,0.19982,1.958,0.65,30.3946,10.9637,0
8.7,0.48,0.3,2.8,0.066,10.0,28.0,0.9964,3.33,0.67,11.2,9.48,17.7551,0.35702,18.0,0.24978,2.4864,0.736,31.5684,11.15968,2
6.7,0.42,0.27,8.6,0.068,24.0,148.0,0.9948,3.16,0.57,11.3,7.39,15.5814,0.16215,124.0,0.76039,7.6282,0.638,23.3524,11.24124,1
10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,11.52,24.31818,0.24992,24.0,0.22893,1.9888,0.606,33.2928,9.58656,1
9.8,0.88,0.25,2.5,0.104,35.0,155.0,1.001,3.41,0.67,11.2,10.93,11.01124,0.22579,120.0,0.22302,2.22,0.774,37.2713,11.2112,1
15.9,0.36,0.65,7.5,0.096,22.0,71.0,0.9976,2.98,0.84,14.9,16.91,42.97297,0.30982,49.0,0.50302,6.3825,0.936,50.3918,14.86424,1
9.4,0.33,0.59,2.8,0.079,9.0,30.0,0.9976,3.12,0.54,12.0,10.32,27.64706,0.2999,21.0,0.23314,2.464,0.619,32.1984,11.9712,1
8.6,0.47,0.47,2.4,0.074,7.0,29.0,0.9979,3.08,0.46,9.5,9.54,17.91667,0.2413,22.0,0.25237,2.172,0.534,29.3832,9.48005,1
9.7,0.55,0.17,2.9,0.087,20.0,53.0,1.0004,3.14,0.61,9.4,10.42,17.32143,0.37729,33.0,0.30818,2.6274,0.697,32.7188,9.40376,1
10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,11.52,24.31818,0.24992,24.0,0.22893,1.9888,0.606,33.2928,9.58656,1
12.0,0.5,0.59,1.4,0.073,23.0,42.0,0.998,2.92,0.68,10.5,13.09,23.52941,0.54749,19.0,0.13321,1.253,0.753,38.2228,10.479,2
7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,7.79,13.58491,0.24988,15.0,0.14568,1.2656,0.884,25.8628,9.57408,1
7.1,0.84,0.02,4.4,0.096,5.0,13.0,0.997,3.41,0.57,11.0,7.96,8.35294,0.38432,8.0,0.39964,3.916,0.666,27.1436,10.967,0
7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,7.79,13.58491,0.24988,15.0,0.14568,1.2656,0.884,25.8628,9.57408,1
7.5,0.42,0.31,1.6,0.08,15.0,42.0,0.9978,3.31,0.64,9.0,8.23,17.44186,0.35706,27.0,0.17758,1.456,0.72,27.2413,8.9802,1
7.2,0.57,0.06,1.6,0.076,9.0,27.0,0.9972,3.36,0.7,9.6,7.83,12.41379,0.33321,18.0,0.16649,1.4464,0.776,26.3088,9.57312,1
10.1,0.28,0.46,1.8,0.05,5.0,13.0,0.9974,3.04,0.79,10.2,10.84,34.82759,0.38432,8.0,0.1763,1.6164,0.84,32.9536,10.17348,1
12.1,0.4,0.52,2.0,0.092,15.0,54.0,1.0,3.03,0.66,10.2,13.02,29.5122,0.27773,39.0,0.19589,1.796,0.752,39.4506,10.2,1
9.4,0.59,0.14,2.0,0.084,25.0,48.0,0.9981,3.14,0.56,9.7,10.13,15.66667,0.52072,23.0,0.20597,1.806,0.644,31.8082,9.68157,1
8.3,0.49,0.36,1.8,0.222,6.0,16.0,0.998,3.18,0.6,9.5,9.15,16.6,0.37477,10.0,0.18927,1.629,0.822,29.097,9.481,1
11.3,0.34,0.45,2.0,0.082,6.0,15.0,0.9988,2.94,0.66,9.2,12.09,32.28571,0.39973,9.0,0.21716,1.816,0.742,35.5446,9.18896,1
10.0,0.73,0.43,2.3,0.059,15.0,31.0,0.9966,3.15,0.57,11.0,11.16,13.51351,0.48371,16.0,0.2089,2.047,0.629,35.154,10.9626,1
11.3,0.34,0.45,2.0,0.082,6.0,15.0,0.9988,2.94,0.66,9.2,12.09,32.28571,0.39973,9.0,0.21716,1.816,0.742,35.5446,9.18896,1
6.9,0.4,0.24,2.5,0.083,30.0,45.0,0.9959,3.26,0.58,10.0,7.54,16.82927,0.66652,15.0,0.24975,2.25,0.663,24.5804,9.959,1
8.2,0.73,0.21,1.7,0.074,5.0,13.0,0.9968,3.2,0.52,9.5,9.14,11.08108,0.38432,8.0,0.17876,1.5385,0.594,29.248,9.4696,1
9.8,1.24,0.34,2.0,0.079,32.0,151.0,0.998,3.15,0.53,9.5,11.38,7.84,0.21191,119.0,0.2103,1.81,0.609,35.847,9.481,1
8.2,0.73,0.21,1.7,0.074,5.0,13.0,0.9968,3.2,0.52,9.5,9.14,11.08108,0.38432,8.0,0.17876,1.5385,0.594,29.248,9.4696,1
10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,9.3,11.61,26.34146,0.41152,10.0,0.23631,1.9954,0.754,35.7588,9.28512,1
9.3,0.41,0.39,2.2,0.064,12.0,31.0,0.9984,3.26,0.65,10.2,10.1,22.14286,0.38697,19.0,0.21548,1.9756,0.714,32.926,10.18368,1
10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,9.3,11.61,26.34146,0.41152,10.0,0.23631,1.9954,0.754,35.7588,9.28512,1
8.6,0.8,0.11,2.3,0.084,12.0,31.0,0.9979,3.4,0.48,9.9,9.51,10.61728,0.38697,19.0,0.23209,2.0723,0.564,32.334,9.87921,1
8.3,0.78,0.1,2.6,0.081,45.0,87.0,0.9983,3.48,0.53,10.0,9.18,10.50633,0.51718,42.0,0.25974,2.34,0.611,31.9464,9.983,1
10.8,0.26,0.45,3.3,0.06,20.0,49.0,0.9972,3.13,0.54,9.6,11.51,40.0,0.40808,29.0,0.34339,2.9832,0.6,36.0263,9.57312,1
13.3,0.43,0.58,1.9,0.07,15.0,40.0,1.0004,3.06,0.49,9.0,14.31,30.22727,0.37491,25.0,0.21088,1.729,0.56,43.7886,9.0036,1
8.0,0.45,0.23,2.2,0.094,16.0,29.0,0.9962,3.21,0.49,10.2,8.68,17.3913,0.55153,13.0,0.21548,1.9756,0.584,27.8628,10.16124,1
8.5,0.46,0.31,2.25,0.078,32.0,58.0,0.998,3.33,0.54,9.8,9.27,18.08511,0.55163,26.0,0.22936,2.0295,0.618,30.8691,9.7804,1
8.1,0.78,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,9.11,10.25316,0.33311,10.0,0.22989,2.3062,0.619,30.7007,11.2661,1
9.8,0.98,0.32,2.3,0.078,35.0,152.0,0.998,3.25,0.48,9.4,11.1,9.89899,0.23025,117.0,0.24442,2.0838,0.558,36.075,9.3812,1
8.1,0.78,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,9.11,10.25316,0.33311,10.0,0.22989,2.3062,0.619,30.7007,11.2661,1
7.1,0.65,0.18,1.8,0.07,13.0,40.0,0.997,3.44,0.6,9.1,7.93,10.75758,0.32492,27.0,0.19759,1.6362,0.67,27.2792,9.0727,1
9.1,0.64,0.23,3.1,0.095,13.0,38.0,0.9998,3.28,0.59,9.7,9.97,14.0,0.34202,25.0,0.31926,2.7993,0.685,32.7016,9.69806,1
7.7,0.66,0.04,1.6,0.039,4.0,9.0,0.9962,3.4,0.47,9.4,8.4,11.49254,0.44395,5.0,0.17003,1.4496,0.509,28.56,9.36428,1
8.1,0.38,0.48,1.8,0.157,5.0,17.0,0.9976,3.3,1.05,9.4,8.96,20.76923,0.29394,12.0,0.19129,1.6308,1.207,29.568,9.37744,1
7.4,1.185,0.0,4.25,0.097,5.0,14.0,0.9966,3.63,0.54,10.7,8.585,6.19247,0.35689,9.0,0.39683,3.79525,0.637,31.16355,10.66362,0
9.2,0.92,0.24,2.6,0.087,12.0,93.0,0.9998,3.48,0.54,9.8,10.36,9.89247,0.12902,81.0,0.26504,2.3452,0.627,36.0528,9.79804,1
8.6,0.49,0.51,2.0,0.422,16.0,62.0,0.9979,3.03,1.17,9.0,9.6,17.2,0.25802,46.0,0.22198,1.82,1.592,29.088,8.9811,1
9.0,0.48,0.32,2.8,0.084,21.0,122.0,0.9984,3.32,0.62,9.4,9.8,18.36735,0.17212,101.0,0.29756,2.5368,0.704,32.536,9.38496,1
9.0,0.47,0.31,2.7,0.084,24.0,125.0,0.9984,3.31,0.61,9.4,9.78,18.75,0.19198,101.0,0.28693,2.4462,0.694,32.3718,9.38496,1
5.1,0.47,0.02,1.3,0.034,18.0,44.0,0.9921,3.9,0.62,12.8,5.59,10.625,0.409,26.0,0.10148,1.1336,0.654,21.801,12.69888,1
